门类,专业类,专业名称,专业代码,开设院校,专业满意度,详情页,开设院校页,specId
工学,纺织类,服装设计与工程,081602,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384704,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384704,
工学,纺织类,非织造材料与工程,081603,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384728,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384728,
工学,纺织类,服装设计与工艺教育,081604,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383411,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383411,
工学,纺织类,丝绸设计与工程,081605,-,-,,,
工学,轻工类,轻化工程,081701,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384688,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384688,
工学,轻工类,包装工程,081702,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384692,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384692,
工学,轻工类,印刷工程,081703,查看,3.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384696,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384696,
工学,轻工类,香料香精技术与工程,081704,-,-,,,
工学,轻工类,化妆品技术与工程,081705,-,4.3,,,
工学,轻工类,生物质能源与材料,081706,-,-,,,
工学,轻工类,生物质技术与工程,081707,-,-,,,
工学,交通运输类,交通运输,081801,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384624,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384624,
工学,交通运输类,交通工程,081802,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384628,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384628,
工学,交通运输类,航海技术,081803,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384640,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384640,
工学,交通运输类,轮机工程,081804,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384644,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384644,
工学,交通运输类,飞行技术,081805,查看,4.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384636,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384636,
工学,交通运输类,交通设备与控制工程,081806,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/320934447,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=320934447,
工学,交通运输类,救助与打捞工程,081807,查看,4.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384664,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384664,
工学,交通运输类,船舶电子电气工程,081808,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384448,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384448,
工学,交通运输类,轨道交通电气与控制,081809,-,-,,,
工学,交通运输类,邮轮工程与管理,081810,-,-,,,
工学,交通运输类,智慧交通,081811,-,5.0,,,
工学,交通运输类,智能运输工程,081812,-,-,,,
工学,海洋工程类,船舶与海洋工程,081901,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384676,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384676,
工学,海洋工程类,海洋工程与技术,081902,查看,3.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/164210715,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=164210715,
工学,海洋工程类,海洋资源开发技术,081903,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/164210719,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=164210719,
工学,海洋工程类,海洋机器人,081904,-,-,,,
工学,海洋工程类,智慧海洋技术,081905,-,-,,,
工学,海洋工程类,智能海洋装备,081906,-,-,,,
工学,航空航天类,航空航天工程,082001,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384768,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384768,
工学,航空航天类,飞行器设计与工程,082002,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384752,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384752,
工学,航空航天类,飞行器制造工程,082003,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384760,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384760,
工学,航空航天类,飞行器动力工程,082004,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384756,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384756,
工学,航空航天类,飞行器环境与生命保障工程,082005,查看,3.6,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384764,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384764,
工学,航空航天类,飞行器质量与可靠性,082006,-,4.0,,,
工学,航空航天类,飞行器适航技术,082007,查看,3.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/213778866,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=213778866,
工学,航空航天类,飞行器控制与信息工程,082008,-,-,,,
工学,航空航天类,无人驾驶航空器系统工程,082009,-,-,,,
工学,航空航天类,智能飞行器技术,082010,-,-,,,
工学,航空航天类,空天智能电推进技术,082011,-,-,,,
工学,航空航天类,飞行器运维工程,082012,-,5.0,,,
工学,兵器类,武器系统与工程,082101,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/213778874,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=213778874,
工学,兵器类,武器发射工程,082102,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384788,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384788,
工学,兵器类,探测制导与控制技术,082103,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384792,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384792,
工学,兵器类,弹药工程与爆炸技术,082104,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384796,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384796,
工学,兵器类,特种能源技术与工程,082105,-,4.1,,,
工学,兵器类,装甲车辆工程,082106,-,3.9,,,
工学,兵器类,信息对抗技术,082107,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384808,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384808,
工学,兵器类,智能无人系统技术,082108,-,-,,,
工学,核工程类,核工程与核技术,082201,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384272,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384272,
工学,核工程类,辐射防护与核安全,082202,-,4.4,,,
工学,核工程类,工程物理,082203,-,4.1,,,
工学,核工程类,核化工与核燃料工程,082204,查看,3.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384304,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384304,
工学,农业工程类,农业工程,082301,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384856,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384856,
工学,农业工程类,农业机械化及其自动化,082302,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384840,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384840,
工学,农业工程类,农业电气化,082303,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384844,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384844,
工学,农业工程类,农业建筑环境与能源工程,082304,查看,3.6,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384848,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384848,
工学,农业工程类,农业水利工程,082305,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384852,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384852,
工学,农业工程类,土地整治工程,082306,-,3.5,,,
工学,农业工程类,农业智能装备工程,082307,-,-,,,
工学,林业工程类,森林工程,082401,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384864,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384864,
工学,林业工程类,木材科学与工程,082402,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384868,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384868,
工学,林业工程类,林产化工,082403,查看,3.6,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384872,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384872,
工学,林业工程类,家具设计与工程,082404,-,-,,,
工学,林业工程类,木结构建筑与材料,082405,-,-,,,
工学,环境科学与工程类,环境科学与工程,082501,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384576,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384576,
工学,环境科学与工程类,环境工程,082502,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384560,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384560,
工学,环境科学与工程类,环境科学,082503,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384052,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384052,
工学,环境科学与工程类,环境生态工程,082504,-,4.1,,,
工学,环境科学与工程类,环保设备工程,082505,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/164210691,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=164210691,
工学,环境科学与工程类,资源环境科学,082506,查看,3.6,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384060,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384060,
工学,环境科学与工程类,水质科学与技术,082507,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384568,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384568,
工学,生物医学工程类,生物医学工程,082601,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384344,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384344,
工学,生物医学工程类,假肢矫形工程,082602,-,-,,,
工学,生物医学工程类,临床工程技术,082603,-,-,,,
工学,生物医学工程类,康复工程,082604,-,-,,,
工学,生物医学工程类,健康科学与技术,082605,-,-,,,
工学,食品科学与工程类,食品科学与工程,082701,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384684,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384684,
工学,食品科学与工程类,食品质量与安全,082702,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384708,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384708,
工学,食品科学与工程类,粮食工程,082703,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384736,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384736,
工学,食品科学与工程类,乳品工程,082704,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384740,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384740,
工学,食品科学与工程类,酿酒工程,082705,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384712,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384712,
工学,食品科学与工程类,葡萄与葡萄酒工程,082706,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384716,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384716,
工学,食品科学与工程类,食品营养与检验教育,082707,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383423,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383423,
工学,食品科学与工程类,烹饪与营养教育,082708,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383427,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383427,
工学,食品科学与工程类,食品安全与检测,082709,-,-,,,
工学,食品科学与工程类,食品营养与健康,082710,-,-,,,
工学,食品科学与工程类,食用菌科学与工程,082711,-,-,,,
工学,食品科学与工程类,白酒酿造工程,082712,-,-,,,
工学,食品科学与工程类,咖啡科学与工程,082713,-,-,,,
工学,建筑类,建筑学,082801,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384460,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384460,
工学,建筑类,城乡规划,082802,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384464,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384464,
工学,建筑类,风景园林,082803,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384512,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384512,
工学,建筑类,历史建筑保护工程,082804,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384484,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384484,
工学,建筑类,人居环境科学与技术,082805,-,-,,,
工学,建筑类,城市设计,082806,-,-,,,
工学,建筑类,智慧建筑与建造,082807,-,-,,,
工学,安全科学与工程类,安全工程,082901,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384564,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384564,
工学,安全科学与工程类,应急技术与管理,082902,-,-,,,
工学,安全科学与工程类,职业卫生工程,082903,-,-,,,
工学,安全科学与工程类,安全生产监管,082904,-,-,,,
工学,安全科学与工程类,智慧应急,082905,-,-,,,
工学,生物工程类,生物工程,083001,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384828,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384828,
工学,生物工程类,生物制药,083002,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/164210703,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=164210703,
工学,生物工程类,合成生物学,083003,-,-,,,
工学,公安技术类,刑事科学技术,083101,查看,4.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384876,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384876,
工学,公安技术类,消防工程,083102,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384880,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384880,
工学,公安技术类,交通管理工程,083103,查看,4.6,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384888,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384888,
工学,公安技术类,安全防范工程,083104,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384884,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384884,
工学,公安技术类,公安视听技术,083105,-,4.4,,,
工学,公安技术类,抢险救援指挥与技术,083106,-,-,,,
工学,公安技术类,火灾勘查,083107,-,-,,,
工学,公安技术类,网络安全与执法,083108,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/213761144,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=213761144,
工学,公安技术类,核生化消防,083109,-,-,,,
工学,公安技术类,海警舰艇指挥与技术,083110,-,-,,,
工学,公安技术类,数据警务技术,083111,-,-,,,
工学,公安技术类,食品药品环境犯罪侦查技术,083112,-,-,,,
工学,交叉工程类,未来机器人,083201,-,-,,,
工学,交叉工程类,交叉工程,083202,-,-,,,
工学,交叉工程类,低空技术与工程,083203,-,-,,,
工学,交叉工程类,集成电路科学与工程,083204,-,-,,,
工学,交叉工程类,碳中和科学与工程,083205,-,-,,,
工学,交叉工程类,智慧城市与空间规划,083206,-,-,,,
农学,植物生产类,农学,090101,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384904,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384904,
农学,植物生产类,园艺,090102,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384908,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384908,
农学,植物生产类,植物保护,090103,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384912,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384912,
农学,植物生产类,植物科学与技术,090104,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384924,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384924,
农学,植物生产类,种子科学与工程,090105,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384928,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384928,
农学,植物生产类,设施农业科学与工程,090106,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384936,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384936,
农学,植物生产类,茶学,090107,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384916,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384916,
农学,植物生产类,烟草,090108,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384920,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384920,
农学,植物生产类,应用生物科学,090109,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384932,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384932,
农学,植物生产类,农艺教育,090110,查看,4.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383363,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383363,
农学,植物生产类,园艺教育,090111,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383367,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383367,
农学,植物生产类,智慧农业,090112,-,-,,,
农学,植物生产类,菌物科学与工程,090113,-,-,,,
农学,植物生产类,农药化肥,090114,-,-,,,
农学,植物生产类,生物农药科学与工程,090115,-,-,,,
农学,植物生产类,生物育种科学,090116,-,-,,,
农学,植物生产类,生物育种技术,090117,-,-,,,
农学,自然保护与环境生态类,农业资源与环境,090201,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384988,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384988,
农学,自然保护与环境生态类,野生动物与自然保护区管理,090202,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384968,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384968,
农学,自然保护与环境生态类,水土保持与荒漠化防治,090203,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384984,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384984,
农学,自然保护与环境生态类,生物质科学与工程,090204,-,-,,,
农学,自然保护与环境生态类,土地科学与技术,090205,-,-,,,
农学,自然保护与环境生态类,湿地保护与恢复,090206,-,4.4,,,
农学,自然保护与环境生态类,国家公园建设与管理,090207,-,-,,,
农学,自然保护与环境生态类,生态修复学,090208,-,-,,,
农学,动物生产类,动物科学,090301,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385000,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385000,
农学,动物生产类,蚕学,090302,查看,3.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385004,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385004,
农学,动物生产类,蜂学,090303,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385008,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385008,
农学,动物生产类,经济动物学,090304,-,-,,,
农学,动物生产类,马业科学,090305,-,-,,,
农学,动物生产类,饲料工程,090306,-,-,,,
农学,动物生产类,智慧牧业科学与工程,090307,-,-,,,
农学,动物医学类,动物医学,090401,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385016,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385016,
农学,动物医学类,动物药学,090402,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385020,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385020,
农学,动物医学类,动植物检疫,090403,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73383867,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73383867,
农学,动物医学类,实验动物学,090404,-,-,,,
农学,动物医学类,中兽医学,090405,-,-,,,
农学,动物医学类,兽医公共卫生,090406,-,-,,,
农学,林学类,林学,090501,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384960,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384960,
农学,林学类,园林,090502,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384980,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384980,
农学,林学类,森林保护,090503,-,4.1,,,
农学,林学类,经济林,090504,-,-,,,
农学,林学类,智慧林业,090505,-,-,,,
农学,水产类,水产养殖学,090601,查看,4.0,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385028,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385028,
农学,水产类,海洋渔业科学与技术,090602,查看,3.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385032,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385032,
农学,水产类,水族科学与技术,090603,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385036,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385036,
农学,水产类,水生动物医学,090604,-,4.9,,,
农学,草学类,草业科学,090701,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73384948,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73384948,
农学,草学类,草坪科学与工程,090702,-,-,,,
医学,基础医学类,基础医学,100101,查看,3.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385044,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385044,
医学,基础医学类,生物医学,100102,-,-,,,
医学,基础医学类,生物医学科学,100103,-,-,,,
医学,临床医学类,临床医学,100201,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385072,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385072,
医学,临床医学类,麻醉学,100202,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385076,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385076,
医学,临床医学类,医学影像学,100203,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385080,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385080,
医学,临床医学类,眼视光医学,100204,-,4.3,,,
医学,临床医学类,精神医学,100205,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385100,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385100,
医学,临床医学类,放射医学,100206,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385088,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385088,
医学,临床医学类,儿科学,100207,-,4.5,,,
医学,口腔医学类,口腔医学,100301,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385128,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385128,
医学,公共卫生与预防医学类,预防医学,100401,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385052,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385052,
医学,公共卫生与预防医学类,食品卫生与营养学,100402,查看,3.5,https://gaokao.chsi.com.cn/zyk/zybk/detail/437287056,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=437287056,
医学,公共卫生与预防医学类,妇幼保健医学,100403,-,-,,,
医学,公共卫生与预防医学类,卫生监督,100404,-,-,,,
医学,公共卫生与预防医学类,全球健康学,100405,-,-,,,
医学,公共卫生与预防医学类,运动与公共健康,100406,-,-,,,
医学,中医学类,中医学,100501,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385140,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385140,
医学,中医学类,针灸推拿学,100502,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385144,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385144,
医学,中医学类,藏医学,100503,查看,4.3,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385152,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385152,
医学,中医学类,蒙医学,100504,查看,4.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385148,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385148,
医学,中医学类,维医学,100505,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385160,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385160,
医学,中医学类,壮医学,100506,查看,3.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/213778886,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=213778886,
医学,中医学类,哈医学,100507,-,-,,,
医学,中医学类,傣医学,100508,-,-,,,
医学,中医学类,回医学,100509,-,-,,,
医学,中医学类,中医康复学,100510,-,3.5,,,
医学,中医学类,中医养生学,100511,-,-,,,
医学,中医学类,中医儿科学,100512,-,-,,,
医学,中医学类,中医骨伤科学,100513,-,4.7,,,
医学,中西医结合类,中西医临床医学,100601,查看,3.6,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385156,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385156,
医学,药学类,药学,100701,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385188,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385188,
医学,药学类,药物制剂,100702,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385196,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385196,
医学,药学类,临床药学,100703,查看,3.9,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385212,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385212,
医学,药学类,药事管理,100704,查看,4.2,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385220,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385220,
医学,药学类,药物分析,100705,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/213778894,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=213778894,
医学,药学类,药物化学,100706,查看,4.4,https://gaokao.chsi.com.cn/zyk/zybk/detail/213778898,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=213778898,
医学,药学类,海洋药学,100707,查看,3.7,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385216,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385216,
医学,药学类,化妆品科学与技术,100708,-,-,,,
医学,药学类,药物经济与管理,100709,-,-,,,
医学,中药学类,中药学,100801,查看,4.1,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385192,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385192,
医学,中药学类,中药资源与开发,100802,查看,3.8,https://gaokao.chsi.com.cn/zyk/zybk/detail/73385208,https://gaokao.chsi.com.cn/zyk/zybk/ksyxPage?specId=73385208,
